"project","camera","species","image_name","number","Make","Model","FOV","dates","times","FocalLength","diel","datetimes","deltatime","longitude","latitude","radian"
"Last","CAMERA 5","Syncerus caffer","DSCF0091.JPG",2,"GardePro","A3S",47.40533194,"4/30/24","3:46:40",6.4,0.157615741,"2024-04-30 3:46:40",1,342968,1026415,0.989019909463453
"Last","CAMERA 5","Canis adustus","DSCF0093.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:05:54",6.4,0.157615741,"2024-05-02 5:05:54",177554,342968,1026415,1.33474054546266
"Last","CAMERA 5","Canis adustus","DSCF0094.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:05:54",6.4,0.157615741,"2024-05-02 5:05:54",0,342968,1026415,1.33474054546266
"Last","CAMERA 5","Canis adustus","DSCF0095.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:05:55",6.4,0.157615741,"2024-05-02 5:05:55",1,342968,1026415,1.33481326751483
"Last","CAMERA 5","Syncerus caffer","DSCF0097.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:33:27",6.4,0.157615741,"2024-05-02 5:33:27",1652,342968,1026415,1.45495009769377
"Last","CAMERA 5","Syncerus caffer","DSCF0098.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:33:27",6.4,0.157615741,"2024-05-02 5:33:27",0,342968,1026415,1.45495009769377
"Last","CAMERA 5","Syncerus caffer","DSCF0099.JPG",1,"GardePro","A3S",47.40533194,"5/2/24","5:33:28",6.4,0.157615741,"2024-05-02 5:33:28",1,342968,1026415,1.45502281974594
"Last","CAMERA 10","Syncerus caffer","DSCF0352.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","5:46:49",6.4,0.157615741,"2024-05-04 5:46:49",748429,343014,1026380,1.51327318353125
"Last","CAMERA 10","Syncerus caffer","DSCF0353.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","5:46:49",6.4,0.157615741,"2024-05-04 5:46:49",0,343014,1026380,1.51327318353125
"Last","CAMERA 10","Syncerus caffer","DSCF0354.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","5:46:50",6.4,0.157615741,"2024-05-04 5:46:50",1,343014,1026380,1.51334590558342
"Last","CAMERA 10","Syncerus caffer","DSCF0356.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","5:47:05",6.4,0.157615741,"2024-05-04 5:47:05",15,343014,1026380,1.51443673636591
"Last","CAMERA 10","Syncerus caffer","DSCF0357.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","5:47:05",6.4,0.157615741,"2024-05-04 5:47:05",0,343014,1026380,1.51443673636591
"Last","CAMERA 10","Erythrocebus patas","DSCF0904.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","13:42:08",6.4,0.157615741,"2024-05-04 13:42:08",28502,343014,1026380,3.58723338926568
"Last","CAMERA 10","Erythrocebus patas","DSCF0905.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","13:42:09",6.4,0.157615741,"2024-05-04 13:42:09",1,343014,1026380,3.58730611131785
"Last","CAMERA 10","Syncerus caffer","DSCF0310.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","20:55:27",6.4,0.157615741,"2024-05-04 20:55:27",25998,343014,1026380,5.4779340235407
"Last","CAMERA 10","Syncerus caffer","DSCF0311.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","20:55:27",6.4,0.157615741,"2024-05-04 20:55:27",0,343014,1026380,5.4779340235407
"Last","CAMERA 10","Syncerus caffer","DSCF0312.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","20:55:28",6.4,0.157615741,"2024-05-04 20:55:28",1,343014,1026380,5.47800674559287
"Last","CAMERA 10","Syncerus caffer","DSCF0338.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:03:56",6.4,0.157615741,"2024-05-04 21:03:56",508,343014,1026380,5.51494954809342
"Last","CAMERA 10","Syncerus caffer","DSCF0339.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:03:56",6.4,0.157615741,"2024-05-04 21:03:56",0,343014,1026380,5.51494954809342
"Last","CAMERA 10","Syncerus caffer","DSCF0340.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:03:57",6.4,0.157615741,"2024-05-04 21:03:57",1,343014,1026380,5.51502227014558
"Last","CAMERA 10","Syncerus caffer","DSCF0342.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:04:29",6.4,0.157615741,"2024-05-04 21:04:29",32,343014,1026380,5.51734937581491
"Last","CAMERA 10","Syncerus caffer","DSCF0343.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:04:29",6.4,0.157615741,"2024-05-04 21:04:29",0,343014,1026380,5.51734937581491
"Last","CAMERA 10","Syncerus caffer","DSCF0344.JPG",1,"GardePro","A3S",47.40533194,"5/4/24","21:04:29",6.4,0.157615741,"2024-05-04 21:04:29",0,343014,1026380,5.51734937581491
"Last","CAMERA 10","Syncerus caffer","DSCF0386.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:19:06",6.4,0.157615741,"2024-05-05 3:19:06",22477,343014,1026380,0.868737635180177
"Last","CAMERA 10","Syncerus caffer","DSCF0387.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:19:06",6.4,0.157615741,"2024-05-05 3:19:06",0,343014,1026380,0.868737635180177
"Last","CAMERA 10","Syncerus caffer","DSCF0388.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:19:06",6.4,0.157615741,"2024-05-05 3:19:06",0,343014,1026380,0.868737635180177
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0266.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:46:58",6.4,0.157615741,"2024-05-05 3:46:58",0,343140,1026278,0.990328906402449
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0267.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:46:58",6.4,0.157615741,"2024-05-05 3:46:58",0,343140,1026278,0.990328906402449
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0269.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:47:26",6.4,0.157615741,"2024-05-05 3:47:26",28,343140,1026278,0.992365123863109
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0270.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","3:47:26",6.4,0.157615741,"2024-05-05 3:47:26",0,343140,1026278,0.992365123863109
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0278.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:53:18",6.4,0.157615741,"2024-05-05 6:53:18",0,343140,1026278,1.80336144962314
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0279.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:53:18",6.4,0.157615741,"2024-05-05 6:53:18",0,343140,1026278,1.80336144962314
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0281.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:53:48",6.4,0.157615741,"2024-05-05 6:53:48",30,343140,1026278,1.80554311118813
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0282.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:53:48",6.4,0.157615741,"2024-05-05 6:53:48",0,343140,1026278,1.80554311118813
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0283.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:53:48",6.4,0.157615741,"2024-05-05 6:53:48",0,343140,1026278,1.80554311118813
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0285.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:03",6.4,0.157615741,"2024-05-05 6:54:03",15,343140,1026278,1.80663394197063
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0286.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:03",6.4,0.157615741,"2024-05-05 6:54:03",0,343140,1026278,1.80663394197063
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0287.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:03",6.4,0.157615741,"2024-05-05 6:54:03",0,343140,1026278,1.80663394197063
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0289.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:20",6.4,0.157615741,"2024-05-05 6:54:20",17,343140,1026278,1.80787021685746
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0290.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:20",6.4,0.157615741,"2024-05-05 6:54:20",0,343140,1026278,1.80787021685746
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0291.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:20",6.4,0.157615741,"2024-05-05 6:54:20",0,343140,1026278,1.80787021685746
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0293.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:46",6.4,0.157615741,"2024-05-05 6:54:46",26,343140,1026278,1.80976099021379
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0294.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:46",6.4,0.157615741,"2024-05-05 6:54:46",0,343140,1026278,1.80976099021379
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0295.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:54:46",6.4,0.157615741,"2024-05-05 6:54:46",0,343140,1026278,1.80976099021379
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0297.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:55:00",6.4,0.157615741,"2024-05-05 6:55:00",14,343140,1026278,1.81077909894412
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0298.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:55:00",6.4,0.157615741,"2024-05-05 6:55:00",0,343140,1026278,1.81077909894412
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0299.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:55:00",6.4,0.157615741,"2024-05-05 6:55:00",0,343140,1026278,1.81077909894412
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0302.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:55:49",6.4,0.157615741,"2024-05-05 6:55:49",0,343140,1026278,1.81434247950027
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0303.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:55:49",6.4,0.157615741,"2024-05-05 6:55:49",0,343140,1026278,1.81434247950027
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0305.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:56:06",6.4,0.157615741,"2024-05-05 6:56:06",17,343140,1026278,1.8155787543871
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0306.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:56:06",6.4,0.157615741,"2024-05-05 6:56:06",0,343140,1026278,1.8155787543871
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0307.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:56:06",6.4,0.157615741,"2024-05-05 6:56:06",0,343140,1026278,1.8155787543871
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0321.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:58:01",6.4,0.157615741,"2024-05-05 6:58:01",18,343140,1026278,1.82394179038624
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0322.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:58:01",6.4,0.157615741,"2024-05-05 6:58:01",0,343140,1026278,1.82394179038624
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0323.JPG",1,"GardePro","A3S",47.40533194,"5/5/24","6:58:01",6.4,0.157615741,"2024-05-05 6:58:01",0,343140,1026278,1.82394179038624
"Last","CAMERA 8","Syncerus caffer","DSCF0013 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:16:48",6.4,0.157615741,"2024-05-05 21:16:48",609207,340580,1022545,5.5710909723659
"Last","CAMERA 8","Syncerus caffer","DSCF0014 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:16:48",6.4,0.157615741,"2024-05-05 21:16:48",0,340580,1022545,5.5710909723659
"Last","CAMERA 8","Syncerus caffer","DSCF0015 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:16:49",6.4,0.157615741,"2024-05-05 21:16:49",1,340580,1022545,5.57116369441807
"Last","CAMERA 8","Syncerus caffer","DSCF0017 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:17:05",6.4,0.157615741,"2024-05-05 21:17:05",16,340580,1022545,5.57232724725273
"Last","CAMERA 8","Syncerus caffer","DSCF0018 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:17:05",6.4,0.157615741,"2024-05-05 21:17:05",0,340580,1022545,5.57232724725273
"Last","CAMERA 8","Syncerus caffer","DSCF0019 (3).JPG",1,"GardePro","A3S",47.40533194,"5/5/24","21:17:05",6.4,0.157615741,"2024-05-05 21:17:05",0,340580,1022545,5.57232724725273
"Last","CAMERA 8","Syncerus caffer","DSCF0021 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:10:19",6.4,0.157615741,"2024-05-06 20:10:19",82394,340580,1022545,5.28100270627401
"Last","CAMERA 8","Syncerus caffer","DSCF0022 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:10:19",6.4,0.157615741,"2024-05-06 20:10:19",0,340580,1022545,5.28100270627401
"Last","CAMERA 8","Syncerus caffer","DSCF0023 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:10:20",6.4,0.157615741,"2024-05-06 20:10:20",1,340580,1022545,5.28107542832617
"Last","CAMERA 8","Syncerus caffer","DSCF0025 (2).JPG",2,"GardePro","A3S",47.40533194,"5/6/24","20:10:40",6.4,0.157615741,"2024-05-06 20:10:40",20,340580,1022545,5.2825298693695
"Last","CAMERA 8","Syncerus caffer","DSCF0026 (2).JPG",2,"GardePro","A3S",47.40533194,"5/6/24","20:10:40",6.4,0.157615741,"2024-05-06 20:10:40",0,340580,1022545,5.2825298693695
"Last","CAMERA 8","Syncerus caffer","DSCF0027 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:10:41",6.4,0.157615741,"2024-05-06 20:10:41",1,340580,1022545,5.28260259142167
"Last","CAMERA 8","Syncerus caffer","DSCF0029 (2).JPG",2,"GardePro","A3S",47.40533194,"5/6/24","20:10:56",6.4,0.157615741,"2024-05-06 20:10:56",15,340580,1022545,5.28369342220417
"Last","CAMERA 8","Syncerus caffer","DSCF0030 (2).JPG",2,"GardePro","A3S",47.40533194,"5/6/24","20:10:56",6.4,0.157615741,"2024-05-06 20:10:56",0,340580,1022545,5.28369342220417
"Last","CAMERA 8","Syncerus caffer","DSCF0031 (2).JPG",2,"GardePro","A3S",47.40533194,"5/6/24","20:10:57",6.4,0.157615741,"2024-05-06 20:10:57",1,340580,1022545,5.28376614425633
"Last","CAMERA 8","Syncerus caffer","DSCF0033 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:11:20",6.4,0.157615741,"2024-05-06 20:11:20",23,340580,1022545,5.28543875145616
"Last","CAMERA 8","Syncerus caffer","DSCF0034 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:11:20",6.4,0.157615741,"2024-05-06 20:11:20",0,340580,1022545,5.28543875145616
"Last","CAMERA 8","Syncerus caffer","DSCF0035 (2).JPG",1,"GardePro","A3S",47.40533194,"5/6/24","20:11:21",6.4,0.157615741,"2024-05-06 20:11:21",1,340580,1022545,5.28551147350833
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0550.JPG",1,"GardePro","A3S",47.40533194,"5/7/24","0:00:37",6.4,0.157615741,"2024-05-07 0:00:37",1,343140,1026278,0.00269071593015792
"Last","CAMERA 1 - Bait","Canis adustus","DSCF0551.JPG",1,"GardePro","A3S",47.40533194,"5/7/24","0:00:37",6.4,0.157615741,"2024-05-07 0:00:37",0,343140,1026278,0.00269071593015792
"Last","CAMERA 8","Syncerus caffer","DSCF0037 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:13:08",6.4,0.157615741,"2024-05-07 23:13:08",97307,340580,1022545,6.07869089648758
"Last","CAMERA 8","Syncerus caffer","DSCF0038 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:13:09",6.4,0.157615741,"2024-05-07 23:13:09",1,340580,1022545,6.07876361853975
"Last","CAMERA 8","Syncerus caffer","DSCF0039 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:13:09",6.4,0.157615741,"2024-05-07 23:13:09",0,340580,1022545,6.07876361853975
"Last","CAMERA 8","Syncerus caffer","DSCF0041 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:14:53",6.4,0.157615741,"2024-05-07 23:14:53",104,340580,1022545,6.08632671196506
"Last","CAMERA 8","Syncerus caffer","DSCF0042 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:14:53",6.4,0.157615741,"2024-05-07 23:14:53",0,340580,1022545,6.08632671196506
"Last","CAMERA 8","Syncerus caffer","DSCF0043 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:14:54",6.4,0.157615741,"2024-05-07 23:14:54",1,340580,1022545,6.08639943401723
"Last","CAMERA 8","Syncerus caffer","DSCF0045 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:11",6.4,0.157615741,"2024-05-07 23:15:11",17,340580,1022545,6.08763570890405
"Last","CAMERA 8","Syncerus caffer","DSCF0046 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:11",6.4,0.157615741,"2024-05-07 23:15:11",0,340580,1022545,6.08763570890405
"Last","CAMERA 8","Syncerus caffer","DSCF0047 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:12",6.4,0.157615741,"2024-05-07 23:15:12",1,340580,1022545,6.08770843095622
"Last","CAMERA 8","Syncerus caffer","DSCF0049 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:28",6.4,0.157615741,"2024-05-07 23:15:28",16,340580,1022545,6.08887198379088
"Last","CAMERA 8","Syncerus caffer","DSCF0050 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:28",6.4,0.157615741,"2024-05-07 23:15:28",0,340580,1022545,6.08887198379088
"Last","CAMERA 8","Syncerus caffer","DSCF0051 (2).JPG",1,"GardePro","A3S",47.40533194,"5/7/24","23:15:29",6.4,0.157615741,"2024-05-07 23:15:29",1,340580,1022545,6.08894470584305
"Last","CAMERA 8","Syncerus caffer","DSCF0053 (2).JPG",1,"GardePro","A3S",47.40533194,"5/8/24","0:13:24",6.4,0.157615741,"2024-05-08 0:13:24",3475,340580,1022545,0.05846852994181
"Last","CAMERA 8","Syncerus caffer","DSCF0054 (2).JPG",1,"GardePro","A3S",47.40533194,"5/8/24","0:13:24",6.4,0.157615741,"2024-05-08 0:13:24",0,340580,1022545,0.05846852994181
"Last","CAMERA 8","Syncerus caffer","DSCF0055 (2).JPG",1,"GardePro","A3S",47.40533194,"5/8/24","0:13:25",6.4,0.157615741,"2024-05-08 0:13:25",1,340580,1022545,0.0585412519939765
"Last","CAMERA 8","Syncerus caffer","DSCF0057.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","3:49:42",6.4,0.157615741,"2024-05-08 3:49:42",12977,340580,1022545,1.00225532295774
"Last","CAMERA 8","Syncerus caffer","DSCF0058.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","3:49:42",6.4,0.157615741,"2024-05-08 3:49:42",0,340580,1022545,1.00225532295774
"Last","CAMERA 8","Syncerus caffer","DSCF0059.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","3:49:43",6.4,0.157615741,"2024-05-08 3:49:43",1,340580,1022545,1.00232804500991
"Last","CAMERA 8","Syncerus caffer","DSCF0061.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","3:50:00",6.4,0.157615741,"2024-05-08 3:50:00",17,340580,1022545,1.00356431989674
"Last","CAMERA 8","Syncerus caffer","DSCF0062.JPG",2,"GardePro","A3S",47.40533194,"5/8/24","3:50:00",6.4,0.157615741,"2024-05-08 3:50:00",0,340580,1022545,1.00356431989674
"Last","CAMERA 8","Syncerus caffer","DSCF0063.JPG",2,"GardePro","A3S",47.40533194,"5/8/24","3:50:01",6.4,0.157615741,"2024-05-08 3:50:01",1,340580,1022545,1.00363704194891
"Last","CAMERA 8","Syncerus caffer","DSCF0065.JPG",2,"GardePro","A3S",47.40533194,"5/8/24","3:53:08",6.4,0.157615741,"2024-05-08 3:53:08",187,340580,1022545,1.01723606570403
"Last","CAMERA 8","Syncerus caffer","DSCF0066.JPG",2,"GardePro","A3S",47.40533194,"5/8/24","3:53:08",6.4,0.157615741,"2024-05-08 3:53:08",0,340580,1022545,1.01723606570403
"Last","CAMERA 8","Syncerus caffer","DSCF0067.JPG",2,"GardePro","A3S",47.40533194,"5/8/24","3:53:09",6.4,0.157615741,"2024-05-08 3:53:09",1,340580,1022545,1.01730878775619
"Last","CAMERA 10","Tragelaphus scriptus","DSCF0811.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","7:01:29",6.4,0.157615741,"2024-05-08 7:01:29",272543,343014,1026380,1.83906797723686
"Last","CAMERA 10","Tragelaphus scriptus","DSCF0812.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","7:01:29",6.4,0.157615741,"2024-05-08 7:01:29",0,343014,1026380,1.83906797723686
"Last","CAMERA 10","Tragelaphus scriptus","DSCF0813.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","7:01:30",6.4,0.157615741,"2024-05-08 7:01:30",1,343014,1026380,1.83914069928902
"Last","CAMERA 8","Syncerus caffer","DSCF0069.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","19:58:45",6.4,0.157615741,"2024-05-08 19:58:45",57936,340580,1022545,5.23053360207051
"Last","CAMERA 8","Syncerus caffer","DSCF0070.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","19:58:45",6.4,0.157615741,"2024-05-08 19:58:45",0,340580,1022545,5.23053360207051
"Last","CAMERA 8","Syncerus caffer","DSCF0071.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","19:58:46",6.4,0.157615741,"2024-05-08 19:58:46",1,340580,1022545,5.23060632412267
"Last","CAMERA 8","Syncerus caffer","DSCF0073.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","20:12:04",6.4,0.157615741,"2024-05-08 20:12:04",798,340580,1022545,5.28863852175148
"Last","CAMERA 8","Syncerus caffer","DSCF0074.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","20:12:05",6.4,0.157615741,"2024-05-08 20:12:05",1,340580,1022545,5.28871124380365
"Last","CAMERA 8","Syncerus caffer","DSCF0075.JPG",1,"GardePro","A3S",47.40533194,"5/8/24","20:12:05",6.4,0.157615741,"2024-05-08 20:12:05",0,340580,1022545,5.28871124380365
"Last","CAMERA 10","Syncerus caffer","DSCF0819.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:03",6.4,0.157615741,"2024-05-09 22:42:03",142833,343014,1026380,5.94306426919719
"Last","CAMERA 10","Syncerus caffer","DSCF0820.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:03",6.4,0.157615741,"2024-05-09 22:42:03",0,343014,1026380,5.94306426919719
"Last","CAMERA 10","Syncerus caffer","DSCF0821.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:03",6.4,0.157615741,"2024-05-09 22:42:03",0,343014,1026380,5.94306426919719
"Last","CAMERA 10","Syncerus caffer","DSCF0823.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:20",6.4,0.157615741,"2024-05-09 22:42:20",17,343014,1026380,5.94430054408402
"Last","CAMERA 10","Syncerus caffer","DSCF0824.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:20",6.4,0.157615741,"2024-05-09 22:42:20",0,343014,1026380,5.94430054408402
"Last","CAMERA 10","Syncerus caffer","DSCF0825.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:21",6.4,0.157615741,"2024-05-09 22:42:21",1,343014,1026380,5.94437326613619
"Last","CAMERA 10","Syncerus caffer","DSCF0827.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:46",6.4,0.157615741,"2024-05-09 22:42:46",25,343014,1026380,5.94619131744035
"Last","CAMERA 10","Syncerus caffer","DSCF0828.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:46",6.4,0.157615741,"2024-05-09 22:42:46",0,343014,1026380,5.94619131744035
"Last","CAMERA 10","Syncerus caffer","DSCF0829.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:42:47",6.4,0.157615741,"2024-05-09 22:42:47",1,343014,1026380,5.94626403949251
"Last","CAMERA 10","Syncerus caffer","DSCF0831.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:06",6.4,0.157615741,"2024-05-09 22:43:06",19,343014,1026380,5.94764575848368
"Last","CAMERA 10","Syncerus caffer","DSCF0832.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:06",6.4,0.157615741,"2024-05-09 22:43:06",0,343014,1026380,5.94764575848368
"Last","CAMERA 10","Syncerus caffer","DSCF0833.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:06",6.4,0.157615741,"2024-05-09 22:43:06",0,343014,1026380,5.94764575848368
"Last","CAMERA 10","Syncerus caffer","DSCF0835.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:34",6.4,0.157615741,"2024-05-09 22:43:34",28,343014,1026380,5.94968197594434
"Last","CAMERA 10","Syncerus caffer","DSCF0836.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:34",6.4,0.157615741,"2024-05-09 22:43:34",0,343014,1026380,5.94968197594434
"Last","CAMERA 10","Syncerus caffer","DSCF0837.JPG",1,"GardePro","A3S",47.40533194,"5/9/24","22:43:34",6.4,0.157615741,"2024-05-09 22:43:34",0,343014,1026380,5.94968197594434
"Last","CAMERA 8","Syncerus caffer","DSCF0077.JPG",1,"GardePro","A3S",47.40533194,"5/10/24","20:07:11",6.4,0.157615741,"2024-05-10 20:07:11",172506,340580,1022545,5.26733096046672
"Last","CAMERA 8","Syncerus caffer","DSCF0078.JPG",1,"GardePro","A3S",47.40533194,"5/10/24","20:07:11",6.4,0.157615741,"2024-05-10 20:07:11",0,340580,1022545,5.26733096046672
"Last","CAMERA 8","Syncerus caffer","DSCF0079.JPG",1,"GardePro","A3S",47.40533194,"5/10/24","20:07:12",6.4,0.157615741,"2024-05-10 20:07:12",1,340580,1022545,5.26740368251889
"Last","CAMERA 3 - Bait","Genetta genetta","DSCF0913.JPG",1,"GardePro","A3S",47.40533194,"5/12/24","23:30:08",6.4,0.157615741,"2024-05-12 23:30:08",73319,340853,1024100,6.15286738969734
"Last","CAMERA 3 - Bait","Genetta genetta","DSCF0914.JPG",1,"GardePro","A3S",47.40533194,"5/12/24","23:30:08",6.4,0.157615741,"2024-05-12 23:30:08",0,340853,1024100,6.15286738969734
"Last","CAMERA 3 - Bait","Genetta genetta","DSCF0915.JPG",1,"GardePro","A3S",47.40533194,"5/12/24","23:30:09",6.4,0.157615741,"2024-05-12 23:30:09",1,340853,1024100,6.15294011174951
"First","CAMERA 4","Chlorocebus aethiops","DSCF0010.JPG",1,"VICTURE","HC300",96.0772868655396,"2019-01-20","15:24:41",6,0.677453703703704,"2019-01-20 15:24:41",0,NA,NA,4.03469217624573
"First","CAMERA 4","Chlorocebus aethiops","DSCF0011.JPG",1,"VICTURE","HC300",96.0772868655396,"2019-01-20","15:24:41",6,0.677453703703704,"2019-01-20 15:24:41",0,NA,NA,4.03469217624573
